"","size","NA_pc","BHit_pc","BHit","BH_ali","BH_id","NA_pc_","Taxo_pc","Taxo","Taxo_ali","Taxo_id","Taxo_level","species","genus","family","order","class","phylum","superkingdom","size_annot","gp"
"msp_1701c",340,0,100,"Olsenella sp. Marseille-P3256",99.9,99.2,0,100,"Olsenella sp. Marseille-P3256",99.9,99.2,"species","Olsenella sp. Marseille-P3256","Olsenella","Atopobiaceae","Coriobacteriales","Coriobacteriia","Actinobacteria","Bacteria",340,"msp_1701c"
"msp_1702",849,0,94.9,"Streptococcus australis ATCC 700641",99.6,96.3,0,94.9,"Streptococcus australis",99.6,96.3,"species","Streptococcus australis","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",708,"msp_1702"
"msp_1703",374,87.7,2.3,"Pseudoflavonifractor sp. Marseille-P3106",55.9,75.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",302,"msp_1703"
"msp_1704c",335,0,99.7,"Enterococcus asini DSM 11492",99.8,97.7,0,100,"Enterococcus asini",99.8,97.7,"species","Enterococcus asini","Enterococcus","Enterococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",335,"msp_1704c"
"msp_1705",428,49.2,4.8,"Clostridiales bacterium UBA644",63.3,74.4,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",421,"msp_1705"
"msp_1706",335,28.7,32.1,"Sutterella parvirubra YIT 11816",76.8,80.1,28.7,51.2,"Sutterella",76.3,79.8,"genus","unclassified Sutterella","Sutterella","Sutterellaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",293,"msp_1706"
"msp_1707",361,20.5,32.8,"Firmicutes bacterium CAG:110",83,80.3,20.5,76.1,"Firmicutes",67.6,79.9,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",351,"msp_1707"
"msp_1708",317,42.2,1.7,"Marvinbryantia formatexigens I-52",46.4,76.1,42.2,50.2,"Clostridiales",47.6,78.5,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",289,"msp_1708"
"msp_1709",397,50.3,1.4,"Catabacter sp. UBA762",74.4,76.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",368,"msp_1709"
"msp_1710",1103,59.9,6.6,"Blastocystis sp. subtype 3 ZGR",93.8,97,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1103,"msp_1710"
"msp_1711",1037,6.9,65,"Eubacterium ramulus 2789STDY5608891",91.4,83.2,6.9,69.6,"Eubacterium ramulus",91.2,83.3,"genus","unclassified Eubacterium","Eubacterium","Eubacteriaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",967,"msp_1711"
"msp_1712",1437,44.7,3.6,"Oscillospiraceae bacterium Zagget12",51.9,76.9,44.7,52,"Firmicutes",42.3,79.1,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",1393,"msp_1712"
"msp_1713",328,38.5,6.8,"Tyzzerella sp. An114",62,77.9,38.5,55.3,"Clostridiales",52.8,78.3,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",309,"msp_1713"
"msp_1714",296,0,98.9,"Cloacibacillus evryensis DSM 19522",99.6,99.7,0,100,"Cloacibacillus evryensis",99.9,99.8,"species","Cloacibacillus evryensis","Cloacibacillus","Synergistaceae","Synergistales","Synergistia","Synergistetes","Bacteria",284,"msp_1714"
"msp_1715",262,11.6,59.8,"Gemmiger formicilis ATCC 27749",92.7,84.3,11.6,63.8,"Gemmiger formicilis",92.8,84.4,"genus","unclassified Gemmiger","Gemmiger","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",224,"msp_1715"
"msp_1716",2107,17.8,34.8,"Roseburia sp. CAG:197",81.8,79,17.9,62,"Roseburia",78.4,79,"genus","unclassified Roseburia","Roseburia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2023,"msp_1716"
"msp_1717",722,17.3,24.3,"Clostridium sp. CAG:571",75,77.2,17.3,74.2,"unclassified Clostridiales",69.1,77,"genus","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",713,"msp_1717"
"msp_1718",2769,14.2,44.5,"Blautia sp. CAG:257",90.8,82.9,14.2,67.3,"Blautia",87,81.6,"genus","unclassified Blautia","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",2612,"msp_1718"
"msp_1719",1509,45.3,11.6,"Clostridium sp. CAG:768",54.1,76.9,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",1508,"msp_1719"
"msp_1720",358,3.4,63.4,"uncultured Blautia sp. 2789STDY5608880",93.2,85.7,3.4,67.9,"Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880",93,85.7,"genus","unclassified Blautia","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",358,"msp_1720"
"msp_1721",296,17.9,43.7,"Anaeromassilibacillus sp. An200",88.7,81.5,17.9,63.5,"Ruminococcaceae",82.8,80.7,"family","unclassified Ruminococcaceae","unclassified Ruminococcaceae","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",252,"msp_1721"
"msp_1723",288,28.1,32.3,"Clostridiales bacterium Firm_10",88.6,82.2,28.1,60.7,"Clostridiales",74.2,80.7,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",285,"msp_1723"
"msp_1724",467,0,99.8,"Phocea massiliensis Marseille-P2769",99.6,99.5,0,100,"Phocea massiliensis",99.6,99.6,"species","Phocea massiliensis","Phocea","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",467,"msp_1724"
"msp_1725",448,17.2,23.5,"Blautia sp. An81",90.2,79.5,17.2,62.4,"Blautia",81,79,"genus","unclassified Blautia","Blautia","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",383,"msp_1725"
"msp_1726",726,7.6,53.7,"Clostridium sp. CAG:780",90.1,82,7.6,53.7,"Clostridium sp. CAG:780",90.1,82,"genus","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",726,"msp_1726"
"msp_1727",2471,9.1,80.2,"Alistipes obesi ph8",95.8,88.1,9.1,80.2,"Alistipes obesi",95.8,88.1,"genus","unclassified Alistipes","Alistipes","Rikenellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",2250,"msp_1727"
"msp_1728",1609,32.1,20,"Duodenibacillus massiliensis Marseille-P2968",72.1,78.5,32.1,56.1,"Burkholderiales",56.9,79.1,"order","unclassified Burkholderiales","unclassified Burkholderiales","unclassified Burkholderiales","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",1562,"msp_1728"
"msp_1729",409,12.8,20.1,"Flavonifractor sp. An100",80.6,80.6,12.8,56.7,"Flavonifractor",82.7,80.7,"genus","unclassified Flavonifractor","Flavonifractor","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",289,"msp_1729"
"msp_1731",285,85.5,0.8,"Eubacterium sp. CAG:252",23.5,78.6,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",262,"msp_1731"
"msp_1732",1508,3.8,69.9,"Prevotella sp. CAG:386",93.8,83.3,3.8,69.9,"Prevotella sp. CAG:386",93.8,83.3,"genus","unclassified Prevotella","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1039,"msp_1732"
"msp_1733",318,12.5,46.6,"Firmicutes bacterium CAG:460",88.8,79.3,12.5,55.6,"unclassified Firmicutes",83.2,79.1,"genus","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",313,"msp_1733"
"msp_1735",538,67.9,1.3,"Catabacter sp. UBA779",38.5,74.7,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",312,"msp_1735"
"msp_1737",4067,0.2,95.1,"Bacteroides oleiciplenus 45_34",99.2,99,0.2,97.8,"Bacteroides stercorirosoris",99.7,99.2,"species","Bacteroides stercorirosoris","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",3785,"msp_1737"
"msp_1738",263,58.6,1.9,"Clostridium sp. CAG:557",34.2,82.4,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",263,"msp_1738"
"msp_1739",398,16.9,24.9,"Clostridium sp. CAG:571",83.5,78.4,16.9,72.8,"unclassified Clostridiales",76.2,78.6,"genus","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",397,"msp_1739"
"msp_1740",567,24.2,29.9,"Clostridium sp. CAG:230",77.7,79.7,24.2,55.5,"unclassified Clostridiales",72.2,79.3,"genus","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",562,"msp_1740"
"msp_1741",1390,25.6,50.7,"Clostridium sp. CAG:524",87.2,80.6,25.6,50.7,"Clostridium sp. CAG:524",87.2,80.6,"genus","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",1368,"msp_1741"
"msp_1742",431,32.5,11.8,"Firmicutes bacterium CAG:822",64.5,74.9,32.5,62.2,"Firmicutes",43,77.9,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",431,"msp_1742"
"msp_1743",2043,39.7,13.7,"Faecalibacterium sp. CAG:74",78.8,79.4,39.7,52.8,"Firmicutes",60,79.7,"phylum","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","unclassified Firmicutes","Firmicutes","Bacteria",2043,"msp_1743"
"msp_1744",349,89,1.4,"Bacteroides ovatus 3_8_47FAA",100,100,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",347,"msp_1744"
"msp_1745",1631,15.5,47.9,"Candidatus Gastranaerophilales bacterium HUM_1",84.5,79.9,15.5,52.9,"Candidatus Gastranaerophilales bacterium HUM_6 & HUM_7 & HUM_12 & HUM_14",83.8,80,"genus","unclassified Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Gastranaerophilales","Candidatus Melainabacteria","Candidatus Melainabacteria","Bacteria",1604,"msp_1745"
"msp_1746",339,91,0.9,"Escherichia coli Hp_23-13",37,94.9,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",322,"msp_1746"
"msp_1747",1534,0,100,"Clostridium sp. D5",100,100,0,100,"Faecalicatena fissicatena",100,100,"species","Faecalicatena fissicatena","Faecalicatena","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1502,"msp_1747"
"msp_1748",1319,0,89.6,"Streptococcus gordonii FSS2",99.8,98.4,0,99.9,"Streptococcus gordonii",100,100,"species","Streptococcus gordonii","Streptococcus","Streptococcaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",1068,"msp_1748"
"msp_1749",302,64.6,4.3,"Catabacter sp. UBA779",58.7,75.2,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",302,"msp_1749"
"msp_1750",240,81.3,8.5,"Parabacteroides sp. SN4",53.4,76.1,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",235,"msp_1750"
"msp_1751",249,6,36.1,"Bacteroides rodentium JCM 16496",94.4,83.3,10,58.6,"Bacteroides uniformis",94.3,84,"genus","unclassified Bacteroides","Bacteroides","Bacteroidaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",249,"msp_1751"
"msp_1754",740,0,99.2,"Raoultella ornithinolytica 3380STDY6027361",100,99.8,0,100,"Raoultella ornithinolytica",100,99.9,"species","Raoultella ornithinolytica","Raoultella","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",593,"msp_1754"
"msp_1755",245,85.8,2.3,"Mitsuokella multacida DSM 20544",71.4,77.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",219,"msp_1755"
"msp_1757",267,51.7,3.7,"Clostridium sp. CAG:448",74.5,76.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",267,"msp_1757"
"msp_1759",314,33.9,16.8,"Bacteroidales bacterium M6",80.8,78.3,33.9,62.3,"Bacteroidales",67.5,78.7,"order","unclassified Bacteroidales","unclassified Bacteroidales","unclassified Bacteroidales","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",310,"msp_1759"
"msp_1760",228,57.8,12.3,"Acidiphilium sp. CAG:727",65.7,78,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",204,"msp_1760"
"msp_1763",229,24.1,14.5,"Oscillibacter sp. CAG:241_62_21",78.4,82.5,24.1,70,"Clostridiales",68.2,80,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",220,"msp_1763"
"msp_1766",3498,0,98.6,"Enterobacter cloacae EcWSU1",99.9,99.7,0,100,"Enterobacter ludwigii",100,99.9,"species","Enterobacter ludwigii","Enterobacter","Enterobacteriaceae","Enterobacterales","Gammaproteobacteria","Proteobacteria","Bacteria",2393,"msp_1766"
"msp_1767",240,81,3.9,"Flavonifractor sp. An306",68.7,80.5,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",232,"msp_1767"
"msp_1768",199,85.5,1,"Arthrobacter castelli DSM 16402",4.5,81.8,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",193,"msp_1768"
"msp_1769",219,98.2,0.5,"Campylobacter concisus RCH 26",6,84.9,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",219,"msp_1769"
"msp_1770",214,2.8,49.8,"Achromobacter sp. DH1f",98.5,94.5,2.8,85.3,"Achromobacter",97.1,92.8,"genus","unclassified Achromobacter","Achromobacter","Alcaligenaceae","Burkholderiales","Betaproteobacteria","Proteobacteria","Bacteria",211,"msp_1770"
"msp_1771",226,94.6,0.4,"[Clostridium] fimetarium DSM 9179",29,71.5,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",224,"msp_1771"
"msp_1772c",197,0,100,"Clostridium neonatale LCDC no.99-A-005",99.9,99.6,0,100,"Clostridium neonatale",99.9,99.6,"species","Clostridium neonatale","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",197,"msp_1772c"
"msp_1773",1723,0.4,94.7,"Lactobacillus oris DSM 4864",99.4,99.3,0.4,98.2,"Lactobacillus oris",99.7,99.7,"species","Lactobacillus oris","Lactobacillus","Lactobacillaceae","Lactobacillales","Bacilli","Firmicutes","Bacteria",1655,"msp_1773"
"msp_1774",292,42.8,4.5,"Acidiphilium sp. CAG:727",36.1,79.4,NA,NA,NA,NA,NA,NA,"unclassified","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified",290,"msp_1774"
"msp_1775",549,28.7,4.6,"Oscillospiraceae bacterium Zagget12",56.5,75.6,28.7,61.9,"Clostridiales",34.2,78.3,"order","unclassified Clostridiales","unclassified Clostridiales","unclassified Clostridiales","Clostridiales","Clostridia","Firmicutes","Bacteria",527,"msp_1775"
"msp_1776c",208,6.3,90.8,"Anaerofilum sp. An201",98.6,98.2,6.3,90.8,"Anaerofilum sp. An201",98.6,98.2,"species","Anaerofilum sp. An201","Anaerofilum","Ruminococcaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",206,"msp_1776c"
"msp_1777",1834,19.6,6.9,"Marvinbryantia formatexigens I-52",65.1,77.3,19.6,64.8,"Lachnospiraceae",57.8,77.1,"family","unclassified Lachnospiraceae","unclassified Lachnospiraceae","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1773,"msp_1777"
"msp_1778",597,16.6,17.8,"Clostridium sp. DSM 8431",89.2,81.1,16.6,74,"Clostridium",81.1,80.5,"genus","unclassified Clostridium","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",597,"msp_1778"
"msp_1779c",138,0,100,"Blastocystis sp. subtype 9 F5323",99.9,99.7,0,100,"Blastocystis sp. subtype 9",99.9,99.7,"species","Blastocystis sp. subtype 9","Blastocystis","unclassified Eukaryota","unclassified Eukaryota","unclassified Eukaryota","unclassified Eukaryota","Eukaryota",138,"msp_1779c"
"msp_1780c",103,0,100,"Clostridium jeddahense JCD",100,99.7,0,100,"Clostridium jeddahense",100,99.7,"species","Clostridium jeddahense","Clostridium","Clostridiaceae","Clostridiales","Clostridia","Firmicutes","Bacteria",103,"msp_1780c"
"msp_1782",1342,0.1,96.8,"Prevotella sp. ICM33",99.6,98,0.1,96.4,"Prevotella melaninogenica",99.9,98.3,"species","Prevotella melaninogenica","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",894,"msp_1782"
"msp_1783",2666,0.2,94.3,"Fusobacterium periodonticum 2_1_31",98.8,96.2,0.2,98,"Fusobacterium periodonticum",99.3,96.9,"species","Fusobacterium periodonticum","Fusobacterium","Fusobacteriaceae","Fusobacteriales","Fusobacteriia","Fusobacteria","Bacteria",1077,"msp_1783"
"msp_1784",2384,3.7,91,"Prevotella sp. C561",99.1,98,3.7,93.7,"Prevotella jejuni",99.4,98.4,"species","Prevotella jejuni","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1150,"msp_1784"
"msp_1785",1025,0.3,87.6,"Haemophilus sp. CCUG 66565",99.7,97.6,0.3,87.6,"Haemophilus sp. CCUG 66565",99.7,97.6,"species","Haemophilus sp. CCUG 66565","Haemophilus","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",963,"msp_1785"
"msp_1786",1897,0.3,69.2,"candidate division TM7 single-cell isolate TM7a",65.7,97.5,0.3,88.1,"Leptotrichia wadei",98.8,93.2,"genus","unclassified Leptotrichia","Leptotrichia","Leptotrichiaceae","Fusobacteriales","Fusobacteriia","Fusobacteria","Bacteria",990,"msp_1786"
"msp_1787",2370,0.6,97.2,"Prevotella salivae DSM 15606",99.6,98.1,0.6,98.1,"Prevotella salivae",99.8,98.4,"species","Prevotella salivae","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1968,"msp_1787"
"msp_1788",2329,0.3,97.3,"Lachnoanaerobaculum saburreum DNF00896",99.4,96.8,0.3,98.4,"Lachnoanaerobaculum saburreum",99.4,96.7,"species","Lachnoanaerobaculum saburreum","Lachnoanaerobaculum","Lachnospiraceae","Clostridiales","Clostridia","Firmicutes","Bacteria",1460,"msp_1788"
"msp_1789",963,1.3,96.9,"Alloprevotella tannerae ATCC 51259",99.5,97.9,1.3,96.9,"Alloprevotella tannerae",99.5,97.9,"species","Alloprevotella tannerae","Alloprevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",864,"msp_1789"
"msp_1790",337,0,100,"Fusobacterium nucleatum subsp. polymorphum",100,99.4,0,100,"Fusobacterium nucleatum subsp. polymorphum",99.9,99.4,"species","Fusobacterium nucleatum subsp. polymorphum","Fusobacterium","Fusobacteriaceae","Fusobacteriales","Fusobacteriia","Fusobacteria","Bacteria",134,"msp_1790"
"msp_1793",2180,0.7,96,"Prevotella denticola F0289",99.5,98.6,0.7,97.7,"Prevotella denticola",99.6,99,"species","Prevotella denticola","Prevotella","Prevotellaceae","Bacteroidales","Bacteroidia","Bacteroidetes","Bacteria",1496,"msp_1793"
"msp_1794",2079,1.4,96.7,"Haemophilus paraphrohaemolyticus CCUG 3718",99.5,97.6,1.4,96.7,"Haemophilus paraphrohaemolyticus",99.5,97.6,"species","Haemophilus paraphrohaemolyticus","Haemophilus","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",693,"msp_1794"
"msp_1799",1856,29.2,19.2,"Veillonella tobetsuensis ATCC BAA-2400",67.1,77.4,29.2,57.6,"Veillonella",64.7,76.9,"genus","unclassified Veillonella","Veillonella","Veillonellaceae","Veillonellales","Negativicutes","Firmicutes","Bacteria",1756,"msp_1799"
"msp_1801",1091,2.6,86.7,"Haemophilus parahaemolyticus G321",97.7,96.5,2.6,89.6,"Haemophilus parahaemolyticus",98,97.3,"species","Haemophilus parahaemolyticus","Haemophilus","Pasteurellaceae","Pasteurellales","Gammaproteobacteria","Proteobacteria","Bacteria",857,"msp_1801"
